rank	freq	highest	term1	term2	norMean	mean	sum	items
0.93	14	81	benidipine	"coronary disease"	15.00	15.00	210	14
0.93	15	124	tolbutamide	"alcoholism"	16.21	16.84	640	38
0.93	15	208	doxycycline	"diabetes mellitus, type 1"	16.06	17.94	2009	112
0.93	15	208	doxycycline	"pulmonary fibrosis"	16.06	17.94	2009	112
0.93	15	208	doxycycline	"tauopathies"	16.06	17.94	2009	112
0.93	15	4047	levodopa	"sexual dysfunctions, psychological"	16.10	91.04	6191	68
0.93	15	723	dapsone	"celiac disease"	16.08	26.28	1997	76
0.93	15	723	dapsone	"leukemia"	16.08	26.28	1997	76
0.93	16	273	carnitine	"thalassemia"	17.28	23.08	2054	89
0.93	16	3311	carbamazepine	"alzheimer disease"	17.27	53.88	5927	110
0.93	16	3311	carbamazepine	"myocardial ischemia"	17.27	53.88	5927	110
0.93	16	3311	carbamazepine	"sexual dysfunction, physiological"	17.27	53.88	5927	110
0.93	16	38	dextranomer	"leg ulcer"	17.14	17.14	120	7
0.93	16	475	bromocriptine	"alcoholism"	17.22	26.95	2183	81
0.93	16	475	bromocriptine	"pulmonary fibrosis"	17.22	26.95	2183	81
0.93	17	1795	atenolol	"glaucoma"	18.26	57.60	3571	62
0.93	17	1795	atenolol	"liver cirrhosis"	18.26	57.60	3571	62
0.93	17	369	corticotropin	"lupus erythematosus, systemic"	18.24	23.35	2265	97
0.93	18	149	nadolol	"dyskinesias"	19.40	21.85	437	20
0.93	18	518	metronidazole	"granuloma"	19.34	30.75	2829	92
0.93	18	518	metronidazole	"trypanosomiasis"	19.34	30.75	2829	92
0.93	18	518	metronidazole	"vomiting"	19.34	30.75	2829	92
0.93	18	834	calcitonin	"amyloidosis"	19.42	30.04	3755	125
0.93	18	834	calcitonin	"nephritis"	19.42	30.04	3755	125
0.93	19	259	retinol	"facial dermatoses"	20.40	23.55	2237	95
0.93	19	324	tetracycline	"asthma"	20.54	26.65	3304	124
0.93	19	324	tetracycline	"diabetes mellitus, type 2"	20.54	26.65	3304	124
0.93	19	324	tetracycline	"tauopathies"	20.54	26.65	3304	124
0.93	19	445	propofol	"urination disorders"	20.33	33.26	2827	85
0.93	20	1614	infliximab	"myocardial ischemia"	21.51	72.42	7677	106
0.93	21	359	somatostatin	"diabetic nephropathies"	22.66	31.97	3709	116
0.93	25	2025	risperidone	"long qt syndrome"	26.87	70.13	3857	55
0.93	29	2143	fluorescein	"alzheimer disease"	31.28	90.94	12004	132
0.93	29	2143	fluorescein	"malaria"	31.28	90.94	12004	132
0.93	29	2143	fluorescein	"osteoarthritis"	31.28	90.94	12004	132
0.93	30	547	methylprednisolone	"behcet syndrome"	32.40	49.34	6908	140
0.93	30	547	methylprednisolone	"erythema"	32.40	49.34	6908	140
0.93	30	547	methylprednisolone	"hypertension, pulmonary"	32.40	49.34	6908	140
0.93	30	547	methylprednisolone	"xerostomia"	32.40	49.34	6908	140
0.93	31	3618	heparin	"acquired immunodeficiency syndrome"	33.39	116.68	17385	149
0.93	34	1361	dexamethasone	"endolymphatic hydrops"	36.40	76.45	12385	162
0.93	40	4063	hemoglobin	"graft vs host disease"	43.09	185.79	30841	166
0.93	4	10	triptorelin	"hodgkin disease"	4.31	4.31	56	13
0.93	4	10	triptorelin	"intraoperative complications"	4.31	4.31	56	13
0.93	4	10	triptorelin	"lymphoma"	4.31	4.31	56	13
0.93	4	10	triptorelin	"osteoporosis"	4.31	4.31	56	13
0.93	4	13	niceritrol	"myocardial ischemia"	4.29	4.29	30	7
0.93	4	13	niceritrol	"renal insufficiency, chronic"	4.29	4.29	30	7
0.93	4	8	ertapenem	"pancreatitis"	4.31	4.31	56	13
0.93	4	9	citicoline	"alzheimer disease"	4.30	4.30	43	10
0.93	4	9	citicoline	"tauopathies"	4.30	4.30	43	10
0.93	5	11	nafarelin	"osteoporosis"	5.40	5.40	27	5
0.93	51	23779	insulin	"pulmonary disease, chronic obstructive"	54.82	654.27	111880	171
0.93	5	12	diprenorphine	"alcoholism"	5.38	5.38	43	8
0.93	5	12	etomoxir	"hypertension"	5.38	5.38	43	8
0.93	6	20	oxatomide	"conjunctival diseases"	6.44	6.44	58	9
0.93	6	20	oxatomide	"leukemia"	6.44	6.44	58	9
0.93	6	23	hydroxyzine	"migraine disorders"	6.42	6.42	199	31
0.93	6	34	pregnenolone	"depressive disorder"	6.47	6.47	220	34
0.93	6	34	pregnenolone	"dyskinesias"	6.47	6.47	220	34
0.93	6	34	pregnenolone	"hyperaldosteronism"	6.47	6.47	220	34
0.93	6	34	pregnenolone	"schizophrenia"	6.47	6.47	220	34
0.93	6	34	pregnenolone	"substance withdrawal syndrome"	6.47	6.47	220	34
0.93	6	38	nocodazole	"parkinson disease"	6.47	6.47	110	17
0.93	6	49	nimesulide	"back pain"	6.47	6.47	220	34
0.93	6	49	nimesulide	"menstruation disturbances"	6.47	6.47	220	34
0.93	6	49	nimesulide	"myocardial ischemia"	6.47	6.47	220	34
0.93	7	23	varenicline	"alcoholism"	7.53	7.53	113	15
0.93	7	38	etoricoxib	"peptic ulcer"	7.53	7.53	143	19
0.93	7	45	levomepromazine	"vomiting"	7.53	7.53	113	15
0.93	7	47	etodolac	"leukemia"	7.55	7.55	151	20
0.93	7	66	pseudoephedrine	"urination disorders"	7.52	7.52	173	23
0.93	7	71	piperazine	"alzheimer disease"	7.54	7.54	445	59
0.93	7	71	piperazine	"coronary disease"	7.54	7.54	445	59
0.93	7	71	piperazine	"diabetes mellitus, type 2"	7.54	7.54	445	59
0.93	7	71	piperazine	"osteoporosis"	7.54	7.54	445	59
0.93	7	71	piperazine	"parkinson disease"	7.54	7.54	445	59
0.93	7	82	levothyroxine	"coronary disease"	7.52	7.52	316	42
0.93	7	82	levothyroxine	"diabetes mellitus, type 1"	7.52	7.52	316	42
0.93	7	8	sulotroban	"coronary disease"	7.50	7.50	15	2
0.93	7	90	cefoxitin	"cystitis"	7.50	7.50	225	30
0.93	7	91	tolazoline	"arteriosclerosis"	7.50	7.50	150	20
0.93	7	91	tolazoline	"hypertension"	7.50	7.50	150	20
0.93	7	957	griseofulvin	"leprosy"	7.53	31.33	1128	36
0.93	7	957	griseofulvin	"liver cirrhosis"	7.53	31.33	1128	36
0.93	7	957	griseofulvin	"reflex sympathetic dystrophy"	7.53	31.33	1128	36
0.93	8	110	stavudine	"hiv wasting syndrome"	8.64	9.04	226	25
0.93	8	110	stavudine	"vomiting"	8.64	9.04	226	25
0.93	8	70	cyproheptadine	"asthma"	8.64	8.64	458	53
0.93	8	70	cyproheptadine	"myocardial ischemia"	8.64	8.64	458	53
0.93	8	70	cyproheptadine	"sleep disorders"	8.64	8.64	458	53
0.93	9	14	sibrafiban	"angina pectoris"	9.67	9.67	29	3
0.93	9	24	ibopamine	"cardiomyopathies"	9.70	9.70	97	10
0.93	9	518	disulfiram	"hypertension"	9.72	22.78	729	32
0.93	9	518	disulfiram	"liver cirrhosis"	9.72	22.78	729	32
0.93	9	57	clopamide	"liver cirrhosis"	9.67	9.67	87	9
0.94	11	493	ceftriaxone	"amyotrophic lateral sclerosis"	11.68	17.09	1299	76
0.94	11	493	ceftriaxone	"urination disorders"	11.68	17.09	1299	76
0.94	12	214	ornithine	"asthma"	12.76	14.15	1160	82
0.94	12	214	ornithine	"cardiomyopathies"	12.76	14.15	1160	82
0.94	12	214	ornithine	"tauopathies"	12.76	14.15	1160	82
0.94	12	214	ornithine	"vomiting"	12.76	14.15	1160	82
0.94	12	3226	phenytoin	"depressive disorder"	12.73	44.31	4475	101
0.94	12	3226	phenytoin	"vomiting"	12.73	44.31	4475	101
0.94	12	54	ethinylestradiol	"premenstrual syndrome"	12.75	12.75	306	24
0.94	12	587	chloramphenicol	"acne vulgaris"	12.76	19.05	1791	94
0.94	12	587	chloramphenicol	"alzheimer disease"	12.76	19.05	1791	94
0.94	12	587	chloramphenicol	"periodontitis"	12.76	19.05	1791	94
0.94	12	587	chloramphenicol	"renal insufficiency, chronic"	12.76	19.05	1791	94
0.94	12	587	chloramphenicol	"tauopathies"	12.76	19.05	1791	94
0.94	12	587	chloramphenicol	"vasculitis"	12.76	19.05	1791	94
0.94	12	68	oxazepam	"depressive disorder"	12.83	12.83	231	18
0.94	12	68	oxazepam	"dyskinesias"	12.83	12.83	231	18
0.94	13	137	alprazolam	"menstruation disturbances"	13.85	15.06	512	34
0.94	13	2014	salbutamol	"glaucoma"	13.80	54.63	2677	49
0.94	13	226	celecoxib	"alzheimer disease"	13.86	15.63	1110	71
0.94	13	226	celecoxib	"asthma"	13.86	15.63	1110	71
0.94	13	226	celecoxib	"cardiomyopathies"	13.86	15.63	1110	71
0.94	13	226	celecoxib	"lymphoma"	13.86	15.63	1110	71
0.94	13	226	celecoxib	"spondylitis, ankylosing"	13.86	15.63	1110	71
0.94	13	226	celecoxib	"tauopathies"	13.86	15.63	1110	71
0.94	13	226	celecoxib	"vomiting"	13.86	15.63	1110	71
0.94	13	91	valine	"cystic fibrosis"	13.81	13.81	1492	108
0.94	13	91	valine	"diabetes insipidus"	13.81	13.81	1492	108
0.94	13	91	valine	"malaria"	13.81	13.81	1492	108
0.94	14	228	bupivacaine	"sleep disorders"	14.84	17.95	1472	82
0.94	14	228	bupivacaine	"urinary incontinence"	14.84	17.95	1472	82
0.94	14	228	flumazenil	"alcoholism"	14.92	20.65	537	26
0.94	14	249	histidine	"cystic fibrosis"	14.89	16.42	1872	114
0.94	14	249	histidine	"urination disorders"	14.89	16.42	1872	114
0.94	14	268	diazoxide	"renal insufficiency, chronic"	14.89	21.91	767	35
0.94	14	85	imipenem	"nephritis"	14.84	14.84	727	49
0.94	15	135	methoxamine	"long qt syndrome"	15.96	17.48	402	23
0.94	15	180	clofibrate	"diabetic retinopathy"	15.92	19.71	749	38
0.94	15	201	thalidomide	"autistic disorder"	16.01	17.33	1716	99
0.94	15	201	thalidomide	"mycoses"	16.01	17.33	1716	99
0.94	16	164	dihydroergotamine	"myocardial ischemia"	17.00	19.78	455	23
0.94	16	245	phenylalanine	"anemia, sickle cell"	17.06	18.56	2209	119
0.94	16	245	phenylalanine	"crohn disease"	17.06	18.56	2209	119
0.94	16	245	phenylalanine	"motor neuron disease"	17.06	18.56	2209	119
0.94	16	245	phenylalanine	"respiratory distress syndrome, adult"	17.06	18.56	2209	119
0.94	16	245	phenylalanine	"substance withdrawal syndrome"	17.06	18.56	2209	119
0.94	16	245	phenylalanine	"vasculitis"	17.06	18.56	2209	119
0.94	16	401	pindolol	"glaucoma"	17.00	26.33	948	36
0.94	17	294	nicotinic	"vasculitis"	18.11	26.86	2901	108
0.94	17	300	gliclazide	"hypertension"	18.14	32.43	454	14
0.94	17	987	mercaptopurine	"liver cirrhosis"	18.00	50.07	2253	45
0.94	17	987	mercaptopurine	"lupus erythematosus, systemic"	18.00	50.07	2253	45
0.94	18	1426	bleomycin	"alzheimer disease"	19.11	71.52	4649	65
0.94	18	1426	bleomycin	"tauopathies"	19.11	71.52	4649	65
0.94	18	1936	diazepam	"obsessive-compulsive disorder"	19.17	45.28	4483	99
0.94	19	1619	kainic	"encephalitis"	20.17	83.92	2014	24
0.94	19	1619	kainic	"substance withdrawal syndrome"	20.17	83.92	2014	24
0.94	20	2239	nifedipine	"gingivitis"	21.32	73.56	7430	101
0.94	20	244	hydrocortisone	"fatigue syndrome, chronic"	21.32	24.55	3265	133
0.94	20	88	streptozocin	"diabetic retinopathy"	21.19	21.19	445	21
0.94	21	2086	propranolol	"diabetic neuropathies"	22.23	73.20	8857	121
0.94	21	605	atropine	"sexual dysfunctions, psychological"	22.26	36.78	3825	104
0.94	22	121	ezetimibe	"obesity"	23.29	24.38	512	21
0.94	23	2078	haloperidol	"attention deficit disorder with hyperactivity"	24.51	84.17	5808	69
0.94	23	377	leucine	"multiple sclerosis"	24.45	29.64	3794	128
0.94	23	377	leucine	"schizophrenia"	24.45	29.64	3794	128
0.94	2	3	phenylmercuric	"dermatitis, atopic"	2.12	2.12	17	8
0.94	2	3	phenylmercuric	"eczema"	2.12	2.12	17	8
0.94	2	3	phenylmercuric	"glaucoma"	2.12	2.12	17	8
0.94	2	3	phenylmercuric	"leukemia"	2.12	2.12	17	8
0.94	2	3	phenylmercuric	"mycoses"	2.12	2.12	17	8
0.94	2	3	phenylmercuric	"ocular hypertension"	2.12	2.12	17	8
0.94	2	3	phenylmercuric	"osteoarthritis"	2.12	2.12	17	8
0.94	24	596	transferrin	"cardiomyopathies"	25.49	39.89	5146	129
0.94	24	596	transferrin	"sleep disorders"	25.49	39.89	5146	129
0.94	27	814	magnesium	"autistic disorder"	28.72	49.64	7595	153
0.94	27	814	magnesium	"osteoarthritis"	28.72	49.64	7595	153
0.94	31	2497	fibrinogen	"uveitis"	33.14	107.17	14896	139
0.94	32	4433	dopamine	"cushing syndrome"	34.17	155.26	20494	132
0.94	3	6	hydroxocobalamin	"back pain"	3.18	3.18	35	11
0.94	3	6	parnaparin	"colitis, ulcerative"	3.20	3.20	16	5
0.94	3	6	parnaparin	"inflammatory bowel diseases"	3.20	3.20	16	5
0.94	3	7	bufuralol	"parkinson disease"	3.20	3.20	16	5
0.94	3	7	parecoxib	"peptic ulcer"	3.20	3.20	32	10
0.94	41	1988	gold	"angina pectoris"	43.51	75.88	13506	178
0.94	4	12	carisoprodol	"osteoarthritis"	4.25	4.25	51	12
0.94	4	15	leuprorelin	"sexual dysfunctions, psychological"	4.27	4.27	47	11
0.94	4	5	levormeloxifene	"urinary incontinence"	4.25	4.25	17	4
0.94	4	6	imexon	"lymphoma"	4.25	4.25	17	4
0.94	4	6	imexon	"lymphoma, non-hodgkin"	4.25	4.25	17	4
0.94	4	9	ornipressin	"intraoperative complications"	4.25	4.25	17	4
0.94	5	15	isoxicam	"erythema"	5.33	5.33	48	9
0.94	5	25	azapropazone	"myocardial ischemia"	5.33	5.33	80	15
0.94	6	22	kanamycin	"mycoses"	6.36	6.36	210	33
0.94	6	22	kanamycin	"periodontitis"	6.36	6.36	210	33
0.94	6	30	fenoprofen	"spondylarthritis"	6.38	6.38	102	16
0.94	6	30	fenoprofen	"spondylitis, ankylosing"	6.38	6.38	102	16
0.94	7	56	pirfenidone	"urination disorders"	7.46	7.46	97	13
0.94	7	627	nystatin	"anemia, sickle cell"	7.45	19.43	855	44
0.94	8	143	anakinra	"myocardial ischemia"	8.48	9.87	306	31
0.94	8	143	anakinra	"spondylarthritis"	8.48	9.87	306	31
0.94	8	143	anakinra	"uveitis"	8.48	9.87	306	31
0.94	8	34	penicillinase	"mycoses"	8.50	8.50	102	12
0.94	8	39	entecavir	"lymphoma, non-hodgkin"	8.56	8.56	77	9
0.94	9	70	aztreonam	"lymphoma"	9.55	9.55	210	22
0.95	10	11	epimestrol	"amenorrhea"	10.50	10.50	21	2
0.95	10	221	moclobemide	"sleep disorders"	10.48	16.24	341	21
0.95	10	83	mazindol	"muscular dystrophies"	10.56	10.56	190	18
0.95	12	240	pergolide	"hypertension"	12.65	18.04	469	26
0.95	12	336	isradipine	"urination disorders"	12.58	22.42	538	24
0.95	12	377	cefotaxime	"cystic fibrosis"	12.62	19.21	807	42
0.95	12	377	cefotaxime	"pancreatitis"	12.62	19.21	807	42
0.95	12	44	thiethylperazine	"dyskinesias"	12.60	12.60	63	5
0.95	13	164	aspartic	"coronary disease"	13.63	14.37	1250	87
0.95	13	164	chorionic	"arteriosclerosis"	13.73	14.60	1489	102
0.95	13	164	chorionic	"epilepsy"	13.73	14.60	1489	102
0.95	13	164	chorionic	"histiocytosis"	13.73	14.60	1489	102
0.95	13	164	chorionic	"peptic ulcer"	13.73	14.60	1489	102
0.95	13	2166	phenobarbital	"renal insufficiency, chronic"	13.72	45.70	3062	67
0.95	13	216	ceftazidime	"epilepsy"	13.63	16.33	702	43
0.95	13	273	amobarbital	"myocardial ischemia"	13.75	28.17	338	12
0.95	14	1073	sildenafil	"arteriosclerosis"	14.67	48.33	3383	70
0.95	14	1073	sildenafil	"epilepsy"	14.67	48.33	3383	70
0.95	14	1259	penicillamine	"dermatomyositis"	14.73	28.34	2636	93
0.95	14	1259	penicillamine	"psoriasis"	14.73	28.34	2636	93
0.95	14	156	sulpiride	"sleep disorders"	14.77	16.60	797	48
0.95	14	2204	streptokinase	"arthritis, rheumatoid"	14.70	54.87	3676	67
0.95	14	2204	streptokinase	"mycoses"	14.70	54.87	3676	67
0.95	14	2276	cimetidine	"depressive disorder"	14.66	39.37	3504	89
0.95	14	2276	cimetidine	"facial dermatoses"	14.66	39.37	3504	89
0.95	14	2276	cimetidine	"psoriasis"	14.66	39.37	3504	89
0.95	14	2923	vincristine	"hypertension"	14.76	96.39	8675	90
0.95	14	722	amitriptyline	"parkinson disease"	14.71	22.30	1851	83
0.95	14	722	amitriptyline	"tauopathies"	14.71	22.30	1851	83
0.95	15	281	phentolamine	"urination disorders"	15.78	24.15	1449	60
0.95	15	493	ticlopidine	"diabetic angiopathies"	15.75	31.88	1275	40
0.95	15	493	ticlopidine	"hypertension"	15.75	31.88	1275	40
0.95	15	493	ticlopidine	"renal insufficiency, chronic"	15.75	31.88	1275	40
0.95	15	547	ipratropium	"cystic fibrosis"	15.72	45.17	813	18
0.95	15	873	metoclopramide	"obesity"	15.79	26.80	2278	85
0.95	16	126	nicotinamide	"mycoses"	16.90	17.68	1662	94
0.95	16	509	aminophylline	"hypertension"	16.87	29.10	1135	39
0.95	16	739	methadone	"liver cirrhosis"	16.76	32.69	1667	51
0.95	16	835	pioglitazone	"liver cirrhosis"	16.89	31.55	1735	55
0.95	17	128	chlordiazepoxide	"depressive disorder"	17.92	19.00	494	26
0.95	17	128	chlordiazepoxide	"schizophrenia"	17.92	19.00	494	26
0.95	17	143	mannitol	"arteriosclerosis"	17.95	18.40	1766	96
0.95	17	170	ascorbic	"inflammatory bowel diseases"	17.81	18.79	2029	108
0.95	18	1002	fluticasone	"sleep disorders"	19.04	60.12	1563	26
0.95	18	20	nadifloxacin	"acne vulgaris"	19.00	19.00	38	2
0.95	18	223	biotin	"malaria"	18.98	20.70	2753	133
0.95	18	223	biotin	"peptic ulcer"	18.98	20.70	2753	133
0.95	18	535	warfarin	"osteoarthritis"	18.85	30.57	3149	103
0.95	18	535	warfarin	"osteoporosis"	18.85	30.57	3149	103
0.95	18	703	lidocaine	"arthritis, rheumatoid"	18.94	27.90	3208	115
0.95	18	703	lidocaine	"vasculitis"	18.94	27.90	3208	115
0.95	19	1214	budesonide	"mycoses"	19.95	51.97	1975	38
0.95	19	2421	metformin	"cardiomyopathies"	20.03	65.90	4020	61
0.95	19	644	quetiapine	"substance withdrawal syndrome"	20.02	36.76	1654	45
0.95	19	6756	amphotericin	"hypertension"	19.96	105.81	10369	98
0.95	19	6756	amphotericin	"liver cirrhosis"	19.96	105.81	10369	98
0.95	20	1214	clonidine	"liver cirrhosis"	21.10	40.00	3680	92
0.95	20	1214	clonidine	"obsessive-compulsive disorder"	21.10	40.00	3680	92
0.95	20	1214	clonidine	"tauopathies"	21.10	40.00	3680	92
0.95	20	313	inositol	"trypanosomiasis"	21.10	24.42	2589	106
0.95	20	313	inositol	"urination disorders"	21.10	24.42	2589	106
0.95	20	564	dextran	"diabetes mellitus, type 2"	21.02	30.23	3718	123
0.95	20	788	atorvastatin	"diabetes mellitus, type 1"	20.98	50.18	2860	57
0.95	21	1014	progesterone	"carcinoma, non-small-cell lung"	22.06	34.39	4712	137
0.95	21	1149	phenylephrine	"diabetic neuropathies"	22.06	39.11	3129	80
0.95	21	768	triamcinolone	"lymphoma"	22.15	44.84	3991	89
0.95	22	1665	fluoxetine	"migraine disorders"	23.14	47.90	3497	73
0.95	23	533	cortisone	"hypokalemia"	24.18	29.33	3989	136
0.95	24	4788	aldosterone	"epilepsy"	25.23	106.23	11473	108
0.95	30	684	serine	"diabetic nephropathies"	31.74	43.62	6456	148
0.95	30	684	serine	"hypertension, pulmonary"	31.74	43.62	6456	148
0.95	30	684	serine	"macular degeneration"	31.74	43.62	6456	148
0.95	31	1039	testosterone	"peptic ulcer"	32.57	71.36	10561	148
0.95	3	4	troxerutin	"diabetic angiopathies"	3.14	3.14	22	7
0.95	3	4	troxerutin	"diabetic retinopathy"	3.14	3.14	22	7
0.95	3	5	polysorbate	"dry eye syndromes"	3.17	3.17	57	18
0.95	3	5	polysorbate	"lymphoma"	3.17	3.17	57	18
0.95	3	6	glafenine	"asthma"	3.14	3.14	22	7
0.95	3	6	glafenine	"liver cirrhosis"	3.14	3.14	22	7
0.95	3	6	glafenine	"peptic ulcer"	3.14	3.14	22	7
0.95	3	6	glafenine	"urination disorders"	3.14	3.14	22	7
0.95	3	6	medazepam	"dyskinesias"	3.17	3.17	19	6
0.95	3	6	prazepam	"depressive disorder"	3.14	3.14	22	7
0.95	3	6	prazepam	"sleep disorders"	3.14	3.14	22	7
0.95	37	2280	prednisone	"substance withdrawal syndrome"	39.04	103.79	16607	160
0.95	3	7	etilefrine	"sexual dysfunction, physiological"	3.17	3.17	19	6
0.95	3	7	etilefrine	"sexual dysfunctions, psychological"	3.17	3.17	19	6
0.95	3	7	liothyronine	"coronary disease"	3.14	3.14	22	7
0.95	3	7	liothyronine	"myocardial ischemia"	3.14	3.14	22	7
0.95	3	7	liothyronine	"obesity"	3.14	3.14	22	7
0.95	4	10	demeclocycline	"acne vulgaris"	4.20	4.20	42	10
0.95	4	10	demeclocycline	"facial dermatoses"	4.20	4.20	42	10
0.95	4	10	demeclocycline	"schizophrenia"	4.20	4.20	42	10
0.95	4	11	darusentan	"urination disorders"	4.20	4.20	21	5
0.95	4	12	ciglitazone	"carcinoma, non-small-cell lung"	4.21	4.21	59	14
0.95	4	12	ciglitazone	"myocardial ischemia"	4.21	4.21	59	14
0.95	4	13	methyltestosterone	"dysmenorrhea"	4.21	4.21	59	14
0.95	4	7	mephenesin	"erythema"	4.20	4.20	21	5
0.95	4	7	phenoxymethylpenicillin	"mycoses"	4.20	4.20	21	5
0.95	5	10	mupirocin	"mycoses"	5.25	5.25	42	8
0.95	5	18	lepirudin	"antiphospholipid syndrome"	5.25	5.25	63	12
0.95	5	18	lepirudin	"renal insufficiency, chronic"	5.25	5.25	63	12
0.95	5	37	lopinavir	"meningitis"	5.28	5.28	132	25
0.95	5	37	lopinavir	"metabolic syndrome x"	5.28	5.28	132	25
0.95	5	37	lopinavir	"mycoses"	5.28	5.28	132	25
0.95	5	8	exisulind	"adenomatous polyposis coli"	5.25	5.25	21	4
0.95	5	8	exisulind	"intestinal polyposis"	5.25	5.25	21	4
0.95	6	22	octopamine	"hypertension"	6.29	6.29	44	7
0.95	6	36	buflomedil	"diabetes mellitus, type 2"	6.29	6.29	132	21
0.95	6	36	buflomedil	"leg ulcer"	6.29	6.29	132	21
0.95	6	9	cinoxacin	"epilepsy"	6.33	6.33	19	3
0.95	7	17	desonide	"psoriasis"	7.40	7.40	37	5
0.95	7	28	digitoxin	"vomiting"	7.38	7.38	155	21
0.95	7	9	aniracetam	"tauopathies"	7.33	7.33	22	3
0.95	8	123	thyrotrophin	"lymphoma"	8.39	9.00	342	38
0.95	8	224	buprenorphine	"back pain"	8.40	11.50	460	40
0.95	8	224	buprenorphine	"epilepsy"	8.40	11.50	460	40
0.95	84	93	brinzolamide	"glaucoma"	88.50	88.50	177	2
0.95	9	10	plicamycin	"hypercalcemia"	9.50	9.50	19	2
0.95	9	129	nevirapine	"liver cirrhosis"	9.52	10.68	267	25
0.95	9	357	escitalopram	"epilepsy"	9.47	18.03	541	30
0.95	9	357	escitalopram	"myocardial ischemia"	9.47	18.03	541	30
0.95	9	36	fibrinolysin	"arteriosclerosis"	9.43	9.43	132	14
0.95	9	688	vigabatrin	"dyskinesias"	9.47	44.06	749	17
0.95	9	688	vigabatrin	"substance withdrawal syndrome"	9.47	44.06	749	17
0.96	10	109	ketoprofen	"asthma"	10.43	10.64	447	42
0.96	10	109	ketoprofen	"dysmenorrhea"	10.43	10.64	447	42
0.96	10	109	ketoprofen	"menstruation disturbances"	10.43	10.64	447	42
0.96	10	323	saralasin	"hyperaldosteronism"	10.41	23.53	400	17
0.96	10	50	tizanidine	"back pain"	10.36	10.36	114	11
0.96	10	83	probenecid	"acquired immunodeficiency syndrome"	10.42	10.42	542	52
0.96	10	83	probenecid	"meningitis"	10.42	10.42	542	52
0.96	11	118	paromomycin	"acquired immunodeficiency syndrome"	11.50	13.00	156	12
0.96	11	136	thiopental	"obesity"	11.44	12.16	608	50
0.96	11	136	thiopental	"schizophrenia"	11.44	12.16	608	50
0.96	11	341	guanethidine	"sexual dysfunctions, psychological"	11.51	17.69	690	39
0.96	12	131	rofecoxib	"asthma"	12.56	13.15	684	52
0.96	12	131	rofecoxib	"epilepsy"	12.56	13.15	684	52
0.96	12	131	rofecoxib	"vomiting"	12.56	13.15	684	52
0.96	12	195	octreotide	"epilepsy"	12.56	13.99	1147	82
0.96	12	195	octreotide	"irritable bowel syndrome"	12.56	13.99	1147	82
0.96	12	195	octreotide	"renal insufficiency, chronic"	12.56	13.99	1147	82
0.96	12	195	octreotide	"sleep disorders"	12.56	13.99	1147	82
0.96	12	20	ranimustine	"leukemia"	12.50	12.50	50	4
0.96	12	246	thiamine	"acquired immunodeficiency syndrome"	12.55	14.55	1062	73
0.96	12	246	thiamine	"diabetic nephropathies"	12.55	14.55	1062	73
0.96	12	270	auranofin	"psoriasis"	12.53	23.87	358	15
0.96	12	71	carbenicillin	"renal insufficiency, chronic"	12.57	12.57	289	23
0.96	13	112	cotinine	"colitis, ulcerative"	13.57	13.84	609	44
0.96	13	139	pentoxifylline	"raynaud disease"	13.57	14.04	1165	83
0.96	13	162	urapidil	"intraoperative complications"	13.57	18.00	252	14
0.96	13	554	clarithromycin	"crohn disease"	13.60	21.70	1519	70
0.96	13	554	clarithromycin	"leukemia"	13.60	21.70	1519	70
0.96	13	554	clarithromycin	"periodontitis"	13.60	21.70	1519	70
0.96	13	554	clarithromycin	"vasculitis"	13.60	21.70	1519	70
0.96	13	62	etomidate	"depressive disorder"	13.57	13.57	380	28
0.96	13	74	rasagiline	"alzheimer disease"	13.56	13.56	122	9
0.96	13	74	rasagiline	"tauopathies"	13.56	13.56	122	9
0.96	14	190	aliskiren	"myocardial ischemia"	14.65	19.15	383	20
0.96	14	234	carvedilol	"arteriosclerosis"	14.51	23.46	915	39
0.96	15	353	naproxen	"back pain"	15.60	22.49	1619	72
